0,042000000                                                         
0,523000000                                                         
0,099000000                                                         
0,050000000                                                         
0,103000000                                                         
0,051000000                                                         
0,324000000                                                         
0,049000000                                                         
0,025000000                                                         
0,030000000                                                         
